,location,bedrooms,bathrooms,price
906,443,3,3,95000
907,530,3,3,95000
908,214,3,3,95000
909,276,2,2,95000
910,253,3,3,95000
911,286,4,2,96000
912,91,3,3,98000
913,210,3,3,98000
914,381,4,4,98000
915,218,3,3,98000
916,222,3,3,98000
917,228,3,2,100000
918,218,2,2,100000
919,253,3,1,100000
920,214,3,3,100000
922,467,3,3,100000
923,468,3,3,100000
924,551,1,1,100000
925,522,1,1,100000
926,162,5,4,100000
927,218,2,2,100000
928,40,3,3,100000
929,530,3,3,100000
930,290,3,3,100000
931,121,1,1,100000
932,428,4,3,100000
933,570,3,2,100000
934,570,3,3,100000
935,436,3,3,100000
936,413,4,3,100000
937,534,3,2,100000
938,358,3,3,100000
939,253,3,3,100000
940,534,3,3,100000
941,436,2,2,100000
942,540,3,2,100000
943,413,3,2,100000
944,436,3,3,100000
945,445,3,3,100000
946,195,2,2,100000
947,398,3,2,100000
948,307,2,2,100000
949,253,3,3,100000
950,291,3,3,100000
951,413,3,2,100000
952,447,4,3,100000
953,218,4,3,100000
954,240,3,2,100000
955,109,1,1,100000
956,253,3,2,100000
957,540,4,3,100000
958,540,3,2,100000
959,214,2,1,100000
960,540,2,1,100000
961,253,4,4,100000
962,2,3,3,100000
963,597,3,2,100000
965,570,4,4,100000
966,579,3,3,100000
968,571,3,3,100000
969,540,3,1,100000
970,475,2,2,100000
971,297,3,2,100000
972,284,2,2,100000
973,505,3,2,100000
974,586,2,2,100000
975,540,3,3,100000
976,540,2,2,100000
977,534,2,2,100000
978,100,1,1,100000
979,72,2,2,100000
980,218,3,2,100000
982,435,3,3,100000
983,467,3,2,100000
984,437,1,1,100000
985,391,2,1,100000
986,467,4,4,100000
987,83,3,1,100000
988,540,2,2,100000
989,214,2,2,100000
990,83,3,3,100000
991,214,3,3,100000
992,83,3,3,100000
993,489,3,3,100000
994,413,4,4,100000
995,540,2,1,100000
996,513,2,2,100000
997,239,3,2,100000
998,218,3,3,100000
999,298,1,1,100000
1000,221,2,2,100000
1002,109,3,3,100000
1003,244,2,2,100000
1004,148,3,3,100000
1006,584,3,3,100000
1007,80,2,2,100000
1008,218,3,2,100000
1009,413,3,2,100000
1010,511,1,1,100000
1011,218,1,1,100000
1012,531,3,3,100000
1013,148,3,3,100000
1014,380,3,3,100000
1015,150,3,2,100000
1016,491,3,3,100000
1017,540,2,2,100000
1018,372,1,1,100000
1019,214,1,1,100000
1020,214,2,1,100000
1021,214,2,2,100000
1022,218,3,3,100000
1023,372,1,1,100000
1024,216,2,2,100000
1025,214,3,3,100000
1026,453,4,4,100000
1027,253,3,2,100000
1028,22,4,4,100000
1029,413,3,3,100000
1030,372,1,1,100000
1031,263,3,3,100000
1032,550,3,2,102000
1033,262,1,1,105000
1034,214,2,2,105000
1035,495,1,1,105000
1036,83,2,2,110000
1037,218,3,2,110000
1038,436,3,3,110000
1039,218,3,3,110000
1040,465,1,1,110000
1041,218,3,2,110000
1042,224,1,1,110000
1043,111,3,3,110000
1044,178,3,3,110000
1045,438,3,3,110000
1046,579,3,2,110000
1047,570,3,3,110000
1048,567,3,3,110000
1049,182,3,3,110000
1050,330,3,2,110000
1051,186,4,3,110000
1052,150,2,2,110000
1053,413,3,3,110000
1054,458,3,3,110000
1055,253,3,3,110000
1056,458,3,3,110000
1057,218,3,3,110000
1058,540,4,3,110000
1059,103,1,1,110000
1060,606,3,3,110000
1061,298,2,2,110000
1062,545,1,1,110000
1063,451,3,3,110000
1064,491,2,2,110000
1066,597,4,3,110000
1067,597,3,3,110000
1068,253,1,1,110000
1069,540,1,1,110000
1070,368,6,6,110000
1071,54,3,1,110000
1072,582,3,3,110000
1073,455,3,3,110000
1074,448,4,3,110000
1075,537,3,3,110000
1076,331,2,2,110000
1077,436,1,1,110000
1078,51,3,3,110000
1079,502,3,3,110000
1080,467,3,3,110000
1081,148,2,2,110000
1082,253,3,3,110000
1083,467,3,3,110000
1084,540,3,3,110000
1085,413,3,2,110000
1086,84,3,3,110000
1087,218,3,2,110000
1088,253,4,2,110000
1089,85,3,3,110000
1090,218,2,2,110000
1091,567,4,3,110000
1092,571,3,3,110000
1093,171,3,3,110000
1094,83,4,3,110000
1095,218,3,2,110000
1096,540,1,1,110000
1097,467,3,2,110000
1098,253,3,2,110000
1099,540,1,1,110000
1100,214,3,3,110000
1101,218,2,2,110000
1102,231,3,3,110000
1103,412,4,4,110000
1104,355,3,2,110000
1105,342,1,1,110000
1106,540,1,1,110000
1107,437,2,2,110000
1109,484,1,1,110000
1110,436,3,2,110000
1111,253,3,2,110000
1112,218,2,2,110000
1113,214,3,3,112000
1114,41,3,3,112500
1115,494,3,3,115000
1116,451,3,3,115000
1117,413,3,2,115000
1118,544,3,3,115000
1119,540,3,2,115000
1120,534,2,1,115000
1121,413,4,2,115000
1122,218,3,2,115000
1123,467,3,1,115000
1124,288,1,1,115000
1125,540,3,3,115000
1126,218,3,3,115000
1127,119,3,2,115000
1128,218,2,2,115000
1129,434,3,3,115000
1130,432,3,3,115000
1131,540,3,3,115000
1132,214,3,3,115000
1133,218,3,3,115000
1134,218,3,3,115000
1135,253,4,4,115000
1136,431,3,3,115000
1137,480,3,3,115000
1138,433,3,3,115000
1139,246,1,1,115000
1140,325,3,3,115000
1141,253,3,3,118000
1142,387,3,2,120000
1143,116,3,2,120000
1144,255,2,2,120000
1145,435,3,3,120000
1146,447,3,3,120000
1147,253,3,2,120000
1148,116,4,4,120000
1149,172,1,1,120000
1150,219,3,2,120000
1151,89,4,3,120000
1152,150,3,3,120000
1153,503,2,2,120000
1154,253,3,3,120000
1155,467,3,3,120000
1156,457,3,1,120000
1157,451,2,1,120000
1158,467,3,3,120000
1159,150,4,4,120000
1160,388,4,3,120000
1161,218,3,3,120000
1162,214,3,3,120000
1163,540,3,3,120000
1164,437,3,3,120000
1165,435,3,3,120000
1166,534,3,3,120000
1167,484,3,3,120000
1168,109,3,3,120000
1169,214,2,2,120000
1170,83,4,2,120000
1171,540,1,1,120000
1172,467,3,3,120000
1173,253,3,3,120000
1174,33,3,3,120000
1175,506,3,3,120000
1176,218,3,3,120000
1177,109,1,1,120000
1178,410,1,1,120000
1179,299,3,3,120000
1180,89,4,2,120000
1181,89,3,2,120000
1182,218,2,2,120000
1183,540,3,2,120000
1184,467,3,2,120000
1185,303,3,3,120000
1186,214,3,3,120000
1187,413,4,4,120000
1188,218,4,3,120000
1189,607,1,1,120000
1190,411,3,2,120000
1191,253,3,3,120000
1192,467,2,2,120000
1193,520,3,3,120000
1194,436,3,3,120000
1195,214,3,2,120000
1196,143,3,3,120000
1197,456,3,3,120000
1198,498,2,2,120000
1199,226,3,2,120000
1201,436,3,3,120000
1202,601,3,3,120000
1203,218,1,1,120000
1204,218,3,3,120000
1205,302,3,3,120000
1206,214,3,3,120000
1207,253,3,3,120000
1208,540,3,3,120000
1209,148,1,1,120000
1210,252,4,3,120000
1211,150,2,2,120000
1212,3,3,3,120000
1213,202,3,3,120000
1214,334,2,2,120000
1215,244,2,2,120000
1216,214,3,3,120000
1217,567,4,4,120000
1218,218,3,3,120000
1219,161,3,3,120000
1220,542,1,1,120000
1222,253,2,2,120000
1223,78,4,3,120000
1224,158,3,2,120000
1225,444,3,3,120000
1226,284,3,3,120000
1227,218,2,2,120000
1228,160,3,3,120000
1229,575,3,2,120000
1230,358,3,3,120000
1231,554,3,1,120000
1232,445,2,2,120000
1233,540,2,2,120000
1236,540,1,1,120000
1237,214,2,2,120000
1238,214,3,3,120000
1239,437,3,2,120000
1240,218,4,1,120000
1241,218,3,3,120000
1242,459,3,1,120000
1243,467,3,3,120000
1244,218,1,1,120000
1245,540,4,1,120000
1246,467,4,4,120000
1247,468,2,2,120000
1248,195,2,2,120000
1249,540,2,2,120000
1250,150,3,3,122000
1251,436,3,2,123000
1252,150,3,3,125000
1253,462,3,3,125000
1254,89,3,3,125000
1255,413,3,3,125000
1256,218,2,2,125000
1257,214,3,3,125000
1258,570,3,3,125000
1259,597,3,3,125000
1260,218,2,2,125000
1262,89,3,3,125000
1263,509,2,2,125000
1264,540,2,2,125000
1265,436,4,4,125000
1266,253,3,3,125000
1267,260,3,3,125000
1268,436,3,3,125000
1269,218,3,3,125000
1270,540,3,2,125000
1271,253,3,3,125000
1272,467,3,3,125000
1273,540,3,3,128000
1274,387,4,4,130000
1275,137,3,3,130000
1276,212,3,2,130000
1277,540,3,3,130000
1278,540,3,3,130000
1279,482,2,2,130000
1280,400,2,2,130000
1281,352,2,2,130000
1282,437,3,2,130000
1283,569,3,3,130000
1284,180,3,3,130000
1285,462,3,3,130000
1286,253,2,2,130000
1287,83,3,3,130000
1288,540,3,3,130000
1289,150,3,3,130000
1290,337,2,2,130000
1291,218,3,3,130000
1292,101,2,2,130000
1293,437,4,3,130000
1294,540,3,3,130000
1295,368,2,2,130000
1296,214,4,3,130000
1297,76,3,3,130000
1298,585,3,2,130000
1299,29,4,4,130000
1300,458,2,2,130000
1301,195,2,2,130000
1302,467,3,3,130000
1303,567,3,3,130000
1304,469,2,2,130000
1305,531,4,3,130000
1306,481,3,3,130000
1307,413,1,1,130000
1308,467,3,3,130000
1309,218,3,3,130000
1310,49,3,2,130000
1311,466,3,3,130000
1312,214,3,2,130000
1315,427,3,3,130000
1316,17,3,3,130000
1317,358,3,3,130000
1318,253,3,3,130000
1319,467,3,3,130000
1320,214,3,3,130000
1321,467,3,3,130000
1322,540,4,2,130000
1323,284,1,1,130000
1324,458,3,3,130000
1325,475,2,2,130000
1326,540,4,1,130000
1327,467,4,3,130000
1328,467,3,3,130000
1329,253,2,2,130000
1330,467,2,1,130000
1331,408,3,3,130000
1332,436,3,3,130000
1333,218,4,4,130000
1334,561,2,2,130000
1335,217,4,3,130000
1336,218,3,3,130000
1338,458,3,3,130000
1341,479,3,3,130000
1342,214,3,2,130000
1343,181,4,3,130000
1344,413,4,3,130000
1345,253,2,2,130000
1346,595,3,3,130000
1347,251,4,4,130000
1348,436,3,3,130000
1349,150,3,3,130000
1350,170,2,2,130000
1351,253,4,4,130000
1352,282,3,3,130000
1353,521,3,3,130000
1354,413,4,4,130000
1355,456,3,1,130000
1356,253,4,3,130000
1357,481,3,3,130000
1358,253,3,1,130000
1361,426,3,3,130000
1362,546,1,1,130000
1363,214,3,3,130000
1364,24,3,3,130000
1365,467,3,2,130000
1366,427,3,3,132000
1367,218,3,3,132000
1368,203,1,1,133000
1369,570,4,3,135000
1370,253,3,3,135000
1371,534,4,3,135000
1372,150,3,3,135000
1373,214,3,3,135000
1374,412,4,4,135000
1375,437,1,1,135000
1376,246,2,2,135000
1377,19,3,3,135000
1378,421,2,2,135000
1379,253,3,2,135000
1380,534,4,3,135000
1381,77,3,3,135000
1382,540,2,2,135000
1383,535,2,2,135000
1384,449,4,3,135000
1385,436,3,3,136000
1386,319,3,2,140000
1387,458,1,1,140000
1388,148,4,4,140000
1389,433,3,3,140000
1390,463,2,2,140000
1391,253,3,3,140000
1392,253,4,4,140000
1393,298,2,2,140000
1394,347,1,1,140000
1395,467,2,1,140000
1396,262,2,2,140000
1397,407,3,3,140000
1398,246,3,2,140000
1399,386,3,3,140000
1400,256,3,3,140000
1401,218,3,3,140000
1402,214,4,4,140000
1403,82,1,1,140000
1404,413,3,1,140000
1405,534,4,3,140000
1406,175,4,3,140000
1407,253,1,1,140000
1408,436,4,3,140000
1409,121,2,2,140000
1410,376,3,2,140000
1411,540,2,2,140000
1412,413,3,3,140000
1413,273,3,3,140000
1414,320,2,2,140000
1415,366,2,2,140000
1416,464,1,1,140000
1417,572,2,2,140000
1418,597,3,3,140000
1419,413,3,3,140000
1420,82,3,3,140000
1421,84,3,3,140000
1422,540,3,3,140000
1423,214,3,2,140000
1424,467,3,3,140000
1425,253,3,3,140000
1426,407,3,3,140000
1427,214,2,2,140000
1428,253,3,3,140000
1429,218,2,2,140000
1430,534,2,2,140000
1431,467,2,2,140000
1432,218,3,2,140000
1433,218,2,2,140000
1434,150,3,2,140000
1435,600,2,2,140000
1436,150,2,2,140000
1438,543,3,3,140000
1439,588,3,3,140000
1440,467,4,3,140000
1441,540,2,2,140000
1442,218,2,2,140000
1443,45,4,4,140000
1444,467,3,3,140000
1445,163,4,4,145000
1446,218,3,3,145000
1447,513,3,3,145000
1448,140,3,3,145000
1449,413,4,4,145000
1450,567,3,3,145000
1451,540,2,2,145000
1452,218,3,3,145000
1454,59,2,2,150000
1455,218,4,4,150000
1456,406,4,4,150000
1457,245,2,2,150000
1458,243,2,2,150000
1459,467,3,3,150000
1460,150,3,3,150000
1461,408,4,4,150000
1462,491,4,4,150000
1463,411,4,3,150000
1464,540,4,4,150000
1465,214,4,4,150000
1466,253,2,2,150000
1467,218,2,2,150000
1468,540,4,3,150000
1469,284,3,3,150000
1470,249,4,4,150000
1471,14,3,3,150000
1472,214,4,3,150000
1473,467,3,3,150000
1474,223,2,2,150000
1475,436,3,3,150000
1476,468,3,2,150000
1477,218,3,3,150000
1478,540,2,2,150000
1479,591,4,4,150000
1480,218,2,2,150000
1481,21,1,1,150000
1482,258,2,2,150000
1483,138,3,3,150000
1484,433,4,3,150000
1485,195,2,2,150000
1486,218,4,4,150000
1487,513,2,1,150000
1488,409,3,3,150000
1489,18,3,3,150000
1490,253,3,2,150000
1492,436,4,1,150000
1493,214,3,3,150000
1494,372,4,2,150000
1495,452,3,2,150000
1496,553,4,4,150000
1497,604,4,4,150000
1498,587,3,3,150000
1499,435,3,3,150000
1500,83,3,3,150000
1501,79,3,3,150000
1502,218,3,3,150000
1503,150,2,2,150000
1504,488,4,4,150000
1505,214,4,4,150000
1506,208,3,2,150000
1507,540,4,3,150000
1508,540,4,4,150000
1509,540,1,1,150000
1510,268,2,2,150000
1511,16,2,2,150000
1512,77,2,2,150000
1513,417,2,2,150000
1514,540,2,2,150000
1515,83,3,3,150000
1516,172,3,1,150000
1517,214,2,2,150000
1520,540,2,2,150000
1521,81,4,4,150000
1522,436,3,2,150000
1523,540,4,4,150000
1524,296,3,3,150000
1525,413,4,2,150000
1526,540,3,3,150000
1528,235,2,2,150000
1529,107,3,2,150000
1530,47,3,2,150000
1531,242,3,3,150000
1532,61,3,2,150000
1533,486,2,2,150000
1534,59,3,2,150000
1535,156,3,2,150000
1536,204,2,2,150000
1537,298,4,3,150000
1538,360,1,1,150000
1539,557,3,3,150000
1542,540,3,2,150000
1543,467,2,2,150000
1544,144,4,4,150000
1545,77,3,3,150000
1546,214,3,2,150000
1547,253,4,4,150000
1548,436,3,3,150000
1549,483,2,2,150000
1550,218,2,2,150000
1551,83,3,1,150000
1552,253,4,4,150000
1553,428,3,1,150000
1554,300,3,2,150000
1555,253,3,3,150000
1556,218,2,2,150000
1557,214,3,3,150000
1558,540,2,2,150000
1559,413,2,2,155000
1560,83,3,2,155000
1561,149,4,4,155000
1562,83,3,2,155000
1563,458,3,2,155000
1564,540,4,3,158000
1565,319,4,3,160000
1566,148,2,2,160000
1567,156,1,1,160000
1568,253,4,3,160000
1569,570,4,4,160000
1570,253,4,4,160000
1571,397,4,3,160000
1572,445,3,3,160000
1573,150,3,3,160000
1574,540,3,2,160000
1575,540,2,2,160000
1576,156,3,2,160000
1577,392,2,2,160000
1578,82,3,3,160000
1579,540,3,1,160000
1580,150,3,2,160000
1581,436,1,1,160000
1582,157,3,3,160000
1583,404,3,3,160000
1584,497,4,4,160000
1585,532,3,3,160000
1586,530,3,3,160000
1587,497,2,1,160000
1588,467,3,3,160000
1589,214,2,2,160000
1590,83,4,4,160000
1591,336,3,2,160000
1592,526,3,1,160000
1593,150,3,3,160000
1594,113,4,4,160000
1595,150,2,2,160000
1596,394,3,3,160000
1597,341,3,3,160000
1598,104,2,2,160000
1599,467,3,3,160000
1600,296,3,2,160000
1601,198,2,2,160000
1602,540,1,1,160000
1604,467,3,3,160000
1605,214,2,2,160000
1606,1,4,4,160000
1607,147,4,4,160000
1608,253,2,2,160000
1609,413,3,3,160000
1610,407,4,4,160000
1611,218,3,3,160000
1613,148,4,4,160000
1614,435,3,1,160000
1616,570,3,3,160000
1617,146,4,4,160000
1618,271,4,4,160000
1619,540,2,2,160000
1620,545,2,2,160000
1621,60,3,3,160000
1622,148,4,4,160000
1623,218,2,2,160000
1624,321,4,3,160000
1625,540,2,2,160000
1626,534,1,1,160000
1627,274,3,2,160000
1628,83,3,3,160000
1629,394,3,3,165000
1630,436,3,3,165000
1631,61,3,3,165000
1632,320,4,4,165000
1633,413,4,1,165000
1634,150,3,3,165000
1635,152,3,3,165000
1636,48,3,1,165000
1637,147,3,3,165000
1638,540,4,3,165000
1639,83,4,3,165000
1640,416,2,2,165000
1641,218,3,3,165000
1642,253,2,2,165000
1643,129,2,2,165000
1644,62,3,3,170000
1645,148,3,3,170000
1646,65,3,2,170000
1647,235,3,3,170000
1648,418,2,2,170000
1649,142,3,3,170000
1650,597,3,3,170000
1651,405,3,3,170000
1652,413,3,3,170000
1653,148,3,3,170000
1654,152,3,3,170000
1655,372,3,3,170000
1656,147,4,4,170000
1657,77,3,3,170000
1658,109,2,2,170000
1659,493,3,3,170000
1660,57,3,3,170000
1661,0,2,2,170000
1662,304,2,2,170000
1663,481,3,3,170000
1664,413,2,2,170000
1665,150,2,2,170000
1666,86,1,1,170000
1667,218,2,2,170000
1668,218,3,3,170000
1669,287,3,3,170000
1670,109,2,2,170000
1671,405,3,3,170000
1672,218,5,5,170000
1673,467,3,3,170000
1674,322,4,3,170000
1675,218,1,1,170000
1676,540,3,3,170000
1677,77,3,3,170000
1678,411,4,3,170000
1679,150,3,3,170000
1680,130,3,2,170000
1681,467,3,3,170000
1683,218,3,3,172000
1684,413,4,4,172000
1685,145,3,1,175000
1686,150,3,1,175000
1687,150,3,3,175000
1688,151,4,4,175000
1689,150,4,3,175000
1690,218,2,2,175000
1691,413,3,3,175000
1692,150,4,4,175000
1693,114,4,4,175000
1694,150,3,3,175000
1695,460,3,3,175000
1696,150,3,3,175000
1698,545,4,4,175000
1699,547,2,2,180000
1700,387,3,3,180000
1701,498,3,1,180000
1702,235,2,2,180000
1703,596,4,4,180000
1704,219,3,3,180000
1705,218,3,3,180000
1706,526,4,4,180000
1707,540,1,1,180000
1708,338,2,2,180000
1709,74,3,3,180000
1710,83,3,3,180000
1711,246,3,1,180000
1712,419,2,2,180000
1713,214,4,4,180000
1714,540,4,4,180000
1715,218,2,1,180000
